"Num_Acc";"id_vehicule";"num_veh";"senc";"catv";"obs";"obsm";"choc";"manv";"motor";"occutc"
"202200000077";"813 836";"B01";"1";"7";"0";"2";"3";"16";"1";""
"202200000078";"813 834";"A01";"2";"7";"16";"0";"9";"14";"1";""
"202200000079";"813 832";"B01";"1";"7";"0";"2";"1";"1";"1";""
"202200000079";"813 833";"A01";"2";"7";"0";"2";"1";"13";"1";""
"202200000080";"813 830";"A01";"1";"7";"0";"2";"3";"1";"1";""
"202200000080";"813 831";"B01";"2";"7";"13";"2";"2";"1";"1";""
"202200000081";"813 829";"A01";"2";"7";"0";"1";"2";"1";"1";""
"202200000082";"813 827";"A01";"2";"7";"0";"2";"1";"1";"1";""
"202200000082";"813 828";"B01";"1";"17";"0";"2";"1";"1";"1";""
"202200000083";"813 825";"A01";"2";"7";"0";"9";"3";"15";"1";""
"202200000083";"813 826";"B01";"1";"80";"0";"2";"1";"1";"3";""
"202200000084";"813 824";"A01";"1";"7";"13";"0";"1";"1";"1";""
"202200000085";"813 823";"A01";"1";"7";"0";"0";"0";"21";"1";""
"202200000086";"813 822";"A01";"3";"7";"2";"0";"1";"1";"1";""
"202200000087";"813 820";"B01";"1";"7";"0";"2";"3";"9";"1";""
"202200000087";"813 821";"A01";"2";"1";"0";"2";"1";"1";"5";""
"202200000088";"813 819";"A01";"3";"7";"2";"0";"2";"1";"1";""
"202200000089";"813 818";"A01";"2";"33";"0";"0";"0";"14";"1";""
"202200000090";"813 817";"A01";"2";"7";"13";"0";"1";"1";"1";""
"202200000091";"813 815";"B01";"1";"7";"0";"2";"3";"1";"1";""
"202200000091";"813 816";"A01";"2";"7";"0";"2";"3";"13";"1";""
"202200000092";"813 811";"A01";"2";"10";"0";"2";"2";"17";"1";""
"202200000092";"813 812";"B01";"2";"1";"0";"2";"6";"1";"5";""
"202200000093";"813 809";"B01";"0";"33";"0";"2";"1";"17";"1";""
"202200000093";"813 810";"A01";"0";"7";"0";"9";"3";"13";"1";""
"202200000094";"813 808";"A01";"1";"2";"0";"0";"2";"1";"1";""
"202200000095";"813 805";"B01";"3";"7";"0";"2";"1";"9";"1";""
"202200000095";"813 806";"A01";"3";"33";"15";"2";"7";"1";"1";""
"202200000096";"813 804";"A01";"1";"7";"2";"0";"2";"14";"1";""
"202200000097";"813 801";"C01";"1";"7";"0";"2";"1";"26";"1";""
"202200000097";"813 802";"B01";"2";"7";"0";"2";"9";"26";"1";""
"202200000097";"813 803";"A01";"2";"7";"0";"2";"1";"1";"1";""
"202200000098";"813 799";"A01";"1";"7";"0";"2";"1";"1";"1";""
"202200000098";"813 800";"B01";"1";"7";"0";"0";"4";"23";"1";""
"202200000099";"813 798";"A01";"1";"7";"0";"1";"3";"1";"1";""
"202200000100";"813 796";"B01";"1";"2";"0";"2";"7";"16";"1";""
"202200000100";"813 797";"A01";"2";"33";"8";"2";"8";"1";"1";""
"202200000101";"813 795";"A01";"2";"7";"13";"0";"9";"1";"1";""
"202200000102";"813 793";"B01";"1";"7";"0";"2";"1";"0";"1";""
"202200000102";"813 794";"A01";"1";"7";"0";"0";"4";"23";"1";""
"202200000103";"813 791";"A01";"1";"7";"0";"2";"3";"13";"2";""
"202200000103";"813 792";"B01";"2";"37";"0";"2";"1";"1";"1";"1"
"202200000104";"813 789";"A01";"1";"17";"0";"0";"6";"1";"1";""
"202200000104";"813 790";"B01";"1";"10";"0";"2";"2";"17";"1";""
"202200000105";"813 788";"A01";"2";"7";"8";"0";"1";"1";"1";""
"202200000106";"813 786";"A01";"1";"7";"1";"0";"1";"1";"1";""
"202200000106";"813 787";"B01";"1";"7";"0";"0";"8";"24";"1";""
"202200000107";"813 785";"A01";"1";"7";"13";"0";"2";"13";"1";""
"202200000108";"813 783";"A01";"1";"10";"0";"2";"3";"1";"1";""
"202200000108";"813 784";"B01";"1";"2";"0";"0";"4";"2";"1";""
"202200000109";"813 781";"B01";"1";"7";"0";"2";"3";"1";"1";""
"202200000109";"813 782";"A01";"2";"7";"0";"2";"3";"17";"1";""
"202200000110";"813 780";"A01";"0";"31";"12";"0";"0";"17";"1";""
"202200000111";"813 779";"A01";"2";"33";"4";"0";"7";"1";"1";""
"202200000112";"813 777";"A01";"1";"2";"0";"2";"1";"0";"1";""
"202200000112";"813 778";"B01";"2";"7";"13";"2";"1";"5";"1";""
"202200000113";"813 776";"A01";"2";"7";"2";"0";"3";"1";"1";""
"202200000114";"813 775";"A01";"1";"33";"14";"0";"1";"16";"1";""
"202200000115";"813 773";"B01";"0";"33";"0";"2";"1";"18";"1";""
"202200000115";"813 774";"A01";"0";"7";"0";"2";"2";"15";"1";""
"202200000116";"813 771";"A01";"2";"7";"0";"2";"1";"13";"1";""
"202200000116";"813 772";"B01";"1";"2";"0";"2";"1";"1";"1";""
"202200000117";"813 770";"A01";"2";"33";"4";"0";"2";"13";"1";""
"202200000118";"813 769";"A01";"1";"10";"0";"1";"2";"21";"1";""
"202200000119";"813 767";"B01";"2";"7";"0";"2";"3";"1";"1";""
"202200000119";"813 768";"A01";"1";"7";"0";"2";"2";"14";"1";""
"202200000120";"813 765";"A01";"1";"7";"0";"2";"5";"17";"1";""
"202200000120";"813 766";"B01";"1";"1";"0";"2";"3";"1";"5";""
"202200000121";"813 764";"A01";"1";"7";"0";"1";"1";"1";"1";""
"202200000122";"813 762";"A01";"1";"36";"0";"2";"2";"2";"1";""
"202200000122";"813 763";"B01";"1";"36";"0";"2";"6";"1";"1";""
"202200000123";"813 755";"G01";"2";"7";"0";"2";"0";"0";"1";""
"202200000123";"813 756";"A01";"2";"10";"0";"2";"1";"1";"1";""
"202200000123";"813 757";"B01";"2";"14";"0";"2";"2";"1";"1";""
"202200000123";"813 758";"C01";"2";"7";"0";"2";"4";"1";"1";""
"202200000123";"813 759";"D01";"2";"17";"0";"2";"1";"1";"1";""
"202200000123";"813 760";"E01";"2";"7";"0";"2";"0";"0";"1";""
"202200000123";"813 761";"F01";"2";"7";"0";"2";"0";"0";"1";""
"202200000124";"813 752";"A01";"2";"7";"0";"2";"2";"1";"1";""
"202200000124";"813 753";"B01";"2";"33";"0";"2";"7";"1";"1";""
"202200000124";"813 754";"Z01";"2";"7";"0";"2";"8";"11";"1";""
"202200000125";"813 750";"A01";"2";"7";"0";"2";"1";"2";"1";""
"202200000125";"813 751";"B01";"2";"33";"0";"2";"4";"23";"1";""
"202200000126";"813 746";"D01";"2";"7";"0";"2";"4";"23";"1";""
"202200000126";"813 747";"C01";"2";"7";"0";"2";"4";"23";"1";""
"202200000126";"813 748";"B01";"2";"10";"0";"2";"4";"23";"1";""
"202200000126";"813 749";"A01";"2";"10";"0";"2";"1";"2";"1";""
"202200000127";"813 745";"A01";"2";"33";"16";"0";"1";"14";"1";""
"202200000128";"813 743";"B01";"1";"33";"0";"2";"4";"2";"1";""
"202200000128";"813 744";"A01";"1";"7";"0";"2";"1";"2";"1";""
"202200000129";"813 742";"A01";"2";"7";"4";"0";"1";"1";"1";""
"202200000130";"813 738";"D01";"2";"10";"0";"2";"4";"2";"1";""
"202200000130";"813 739";"C01";"2";"10";"0";"2";"8";"2";"1";""
"202200000130";"813 740";"A01";"2";"33";"0";"2";"1";"3";"1";""
"202200000130";"813 741";"B01";"2";"7";"0";"2";"5";"2";"1";""
"202200000131";"813 735";"C01";"2";"10";"0";"2";"4";"1";"1";""
"202200000131";"813 736";"B01";"2";"7";"0";"2";"4";"1";"1";""
"202200000131";"813 737";"A01";"2";"10";"0";"2";"1";"1";"1";""
"202200000132";"813 733";"A01";"2";"7";"0";"2";"3";"9";"1";""
"202200000132";"813 734";"B01";"2";"7";"0";"2";"5";"9";"1";""
"202200000133";"813 732";"A01";"1";"7";"4";"0";"1";"1";"1";""
"202200000134";"813 731";"A01";"1";"7";"4";"0";"0";"21";"1";""
"202200000135";"813 729";"B01";"1";"7";"0";"9";"1";"1";"1";""
"202200000135";"813 730";"A01";"1";"7";"4";"0";"1";"1";"3";""
"202200000136";"813 727";"B01";"2";"7";"0";"2";"4";"2";"1";""
"202200000136";"813 728";"A01";"2";"7";"0";"2";"1";"2";"1";""
"202200000137";"813 725";"A01";"2";"7";"0";"2";"6";"11";"1";""
"202200000137";"813 726";"B01";"2";"33";"0";"2";"1";"3";"1";""
"202200000138";"813 720";"C01";"2";"7";"0";"2";"1";"1";"2";""
"202200000138";"813 721";"A01";"2";"7";"0";"2";"4";"23";"2";""
"202200000138";"813 722";"E01";"2";"7";"0";"2";"7";"1";"1";""
"202200000138";"813 723";"D01";"2";"7";"1";"0";"1";"1";"1";""
"202200000138";"813 724";"B01";"2";"10";"1";"0";"1";"2";"1";""
"202200000139";"813 719";"A01";"2";"7";"4";"0";"2";"2";"1";""
"202200000140";"813 715";"B01";"2";"7";"0";"2";"3";"1";"1";""
"202200000140";"813 716";"A01";"2";"7";"0";"2";"1";"5";"1";""
"202200000141";"813 713";"B01";"2";"7";"0";"2";"8";"1";"1";""
"202200000141";"813 714";"A01";"1";"7";"0";"2";"2";"14";"1";""
"202200000142";"813 710";"B01";"1";"7";"0";"2";"8";"1";"1";""
"202200000142";"813 711";"A01";"1";"32";"0";"2";"4";"3";"1";""
"202200000142";"813 712";"Z01";"1";"32";"0";"2";"1";"3";"1";""
"202200000143";"813 708";"B01";"2";"7";"0";"2";"4";"2";"2";""
"202200000143";"813 709";"A01";"2";"33";"0";"2";"1";"2";"1";""
"202200000144";"813 705";"Z01";"2";"7";"0";"2";"8";"11";"1";""
"202200000144";"813 706";"B01";"2";"7";"0";"2";"5";"1";"1";""
"202200000144";"813 707";"A01";"2";"43";"0";"2";"7";"3";"1";""
"202200000145";"813 702";"C01";"1";"10";"0";"2";"4";"2";"1";""
"202200000145";"813 703";"B01";"1";"7";"4";"2";"4";"2";"1";""
"202200000145";"813 704";"A01";"1";"7";"0";"2";"1";"2";"1";""
"202200000146";"813 700";"A01";"1";"7";"0";"2";"3";"15";"1";""
"202200000146";"813 701";"B01";"1";"80";"0";"2";"1";"1";"3";""
"202200000147";"813 698";"A01";"1";"1";"0";"2";"1";"1";"5";""
"202200000147";"813 699";"Z01";"2";"7";"0";"2";"0";"17";"0";""
"202200000148";"813 697";"A01";"1";"10";"0";"1";"1";"1";"1";""
"202200000149";"813 696";"A01";"1";"32";"0";"1";"1";"1";"1";""
"202200000150";"813 694";"B01";"1";"10";"0";"0";"0";"1";"1";""
"202200000150";"813 695";"A01";"1";"30";"0";"0";"0";"9";"1";""
"202200000151";"813 691";"B01";"3";"7";"0";"2";"4";"23";"2";""
"202200000151";"813 692";"C01";"3";"7";"0";"2";"4";"23";"1";""
"202200000151";"813 693";"A01";"3";"7";"0";"2";"1";"2";"1";""
"202200000152";"813 690";"A01";"1";"1";"0";"0";"0";"21";"5";""
"202200000153";"813 689";"A01";"1";"7";"0";"1";"1";"15";"2";""
"202200000154";"813 688";"A01";"1";"7";"0";"1";"2";"1";"1";""
"202200000155";"813 687";"A01";"2";"50";"0";"1";"2";"25";"3";""
"202200000156";"813 685";"A01";"1";"7";"0";"2";"2";"1";"1";""
"202200000156";"813 686";"B01";"1";"7";"0";"2";"3";"9";"1";""
"202200000157";"813 684";"A01";"1";"1";"0";"1";"1";"1";"5";""
"202200000158";"813 682";"A01";"1";"7";"0";"2";"4";"4";"1";""
"202200000158";"813 683";"B01";"1";"10";"0";"2";"1";"2";"1";""
"202200000159";"813 680";"B01";"2";"31";"0";"2";"1";"18";"1";""
"202200000159";"813 681";"A01";"1";"7";"0";"2";"3";"15";"0";""
"202200000160";"813 678";"B01";"3";"7";"0";"2";"1";"1";"1";""
"202200000160";"813 679";"A01";"3";"7";"0";"2";"7";"16";"1";""
"202200000161";"813 676";"B01";"1";"7";"0";"2";"3";"1";"1";""
"202200000161";"813 677";"A01";"1";"50";"0";"2";"2";"16";"3";""
"202200000162";"813 674";"A01";"2";"10";"0";"2";"1";"1";"1";""
"202200000162";"813 675";"B01";"2";"7";"0";"2";"7";"1";"1";""
"202200000163";"813 670";"B01";"2";"3";"0";"2";"1";"1";"0";""
"202200000163";"813 671";"A01";"2";"3";"0";"2";"8";"1";"0";""
"202200000164";"813 669";"A01";"3";"1";"0";"0";"0";"1";"5";""
"202200000165";"813 667";"B01";"3";"1";"0";"2";"1";"16";"5";""
"202200000165";"813 668";"A01";"3";"7";"0";"2";"3";"15";"1";""
"202200000166";"813 665";"A01";"3";"7";"0";"2";"1";"9";"1";""
"202200000166";"813 666";"B01";"3";"1";"0";"2";"7";"1";"5";""
"202200000167";"813 663";"A01";"2";"2";"0";"2";"1";"13";"1";""
"202200000167";"813 664";"B01";"1";"7";"0";"2";"1";"1";"1";""
"202200000168";"813 662";"Z01";"2";"7";"0";"1";"0";"0";" -1";""
"202200000169";"813 661";"A01";"1";"30";"4";"0";"8";"13";"1";""
"202200000170";"813 660";"A01";"3";"32";"0";"1";"2";"17";"1";""
"202200000171";"813 659";"A01";"1";"7";"1";"0";"1";"1";"1";""
"202200000172";"813 657";"A01";"1";"7";"0";"2";"2";"10";"1";""
"202200000172";"813 658";"B01";"1";"32";"0";"2";"3";"1";"1";""
"202200000173";"813 655";"B01";"1";"7";"0";"2";"4";"2";"1";""
"202200000173";"813 656";"A01";"1";"10";"0";"2";"1";"2";"1";""
"202200000174";"813 653";"B01";"2";"7";"0";"2";"6";"1";"1";""
"202200000174";"813 654";"A01";"2";"15";"0";"2";"2";"12";"1";""
"202200000175";"813 651";"A01";"0";"7";"0";"2";"1";"1";"1";""
"202200000175";"813 652";"B01";"0";"7";"0";"2";"3";"1";"1";""
"202200000176";"813 649";"A01";"1";"7";"0";"9";"7";"22";"1";""
"202200000176";"813 650";"B01";"1";"1";"1";"0";"2";"14";"5";""
"202200000177";"813 647";"A01";"1";"7";"0";"2";"2";"9";"1";""
"202200000177";"813 648";"B01";"1";"33";"0";"2";"1";"1";"1";""
"202200000178";"813 645";"A01";"0";"7";"0";"2";"3";"15";"1";""
"202200000178";"813 646";"B01";"3";"30";"0";"2";"3";"15";"1";""
"202200000179";"813 643";"B01";"2";"99";"0";"2";"7";"1";"3";""
"202200000179";"813 644";"A01";"1";"7";"0";"2";"2";"16";"1";""
"202200000180";"813 641";"B01";"3";"13";"0";"2";"2";"0";"1";""
"202200000180";"813 642";"A01";"3";"7";"0";"2";"6";"9";"2";""
"202200000181";"813 639";"B01";"1";"7";"0";"2";"4";"1";"2";""
"202200000181";"813 640";"A01";"1";"33";"0";"2";"1";"2";"1";""
"202200000182";"813 638";"A01";"2";"7";"8";"0";"2";"13";"1";""
"202200000183";"813 636";"B01";"2";"10";"0";"2";"4";"1";"1";""
"202200000183";"813 637";"A01";"2";"31";"0";"2";"1";"1";"1";""
"202200000184";"813 634";"B01";"1";"7";"0";"2";"1";"1";"1";""
"202200000184";"813 635";"A01";"2";"1";"0";"2";"7";"1";"5";""
"202200000185";"813 632";"B01";"3";"7";"0";"2";"1";"1";"1";""
"202200000185";"813 633";"A01";"3";"33";"0";"2";"7";"10";"1";""
"202200000186";"813 631";"A01";"0";"10";"0";"1";"1";"15";"1";""
"202200000187";"813 629";"B01";"1";"33";"0";"2";"1";"1";"1";""
"202200000187";"813 630";"A01";"1";"50";"0";"2";"8";"15";"3";""
"202200000188";"813 628";"A01";"1";"7";"0";"1";"2";"1";"2";""
"202200000189";"813 627";"A01";"2";"30";"0";"1";"1";"1";"3";""
"202200000190";"813 626";"A01";"2";"10";"0";"1";"1";"1";"1";""
"202200000191";"813 624";"B01";"2";"30";"0";"2";"7";"1";"1";""
"202200000191";"813 625";"A01";"2";"7";"0";"2";"2";"16";"1";""
"202200000192";"813 623";"A01";"2";"7";"0";"1";"1";"5";"1";""
"202200000193";"813 621";"B01";"1";"32";"0";"2";"1";"1";"1";""
"202200000193";"813 622";"A01";"2";"7";"0";"2";"3";"15";"1";""
"202200000194";"813 618";"A01";"2";"7";"0";"2";"1";"15";"2";""
"202200000194";"813 619";"B01";"1";"43";"0";"2";"1";"2";"1";""
"202200000194";"813 620";"C01";"1";"2";"0";"2";"1";"1";"1";""
"202200000195";"813 617";"A01";"1";"7";"0";"1";"0";"0";"1";""
"202200000196";"813 615";"A01";"3";"7";"0";"2";"1";"1";"1";""
"202200000196";"813 616";"B01";"2";"2";"0";"2";"1";"1";"1";""
"202200000197";"813 613";"B01";"1";"34";"0";"2";"2";"17";"1";""
"202200000197";"813 614";"A01";"2";"7";"0";"2";"1";"21";"1";""
"202200000198";"813 611";"B01";"0";"3";"0";"2";"1";"19";"0";""
"202200000198";"813 612";"A01";"0";"32";"0";"2";"8";"1";"1";""
"202200000199";"813 609";"A01";"1";"7";"0";"2";"2";"2";"2";""
"202200000199";"813 610";"B01";"1";"7";"0";"2";"6";"24";"1";""
"202200000200";"813 607";"B01";"1";"50";"0";"2";"1";"1";"3";""
"202200000200";"813 608";"A01";"1";"7";"0";"2";"3";"1";"1";""
"202200000201";"813 605";"B01";"1";"10";"0";"2";"1";"15";"1";""
"202200000201";"813 606";"A01";"1";"30";"0";"2";"1";"15";"1";""
"202200000202";"813 603";"B01";"1";"31";"0";"2";"8";"1";"1";""
"202200000202";"813 604";"A01";"1";"7";"0";"2";"3";"15";"1";""
"202200000203";"813 602";"A01";"1";"1";"0";"0";"1";"15";"5";""
"202200000204";"813 600";"B01";"2";"80";"0";"2";"8";"1";"3";""
"202200000204";"813 601";"A01";"1";"7";"0";"2";"1";"1";"1";""
"202200000205";"813 599";"A01";"1";"7";"0";"1";"1";"16";"1";""
"202200000206";"813 598";"A01";"1";"7";"7";"0";"1";"1";"1";""
"202200000207";"813 597";"A01";"0";"7";"6";"0";"1";"1";"1";""
"202200000208";"813 596";"A01";"1";"7";"13";"0";"3";"1";"1";""
"202200000209";"813 594";"A01";"1";"7";"0";"2";"1";"1";"1";""
"202200000209";"813 595";"B01";"2";"7";"0";"2";"7";"1";"1";""
"202200000210";"813 593";"A01";"2";"33";"13";"0";"1";"1";"1";""
"202200000211";"813 591";"A01";"2";"31";"0";"2";"8";"0";"1";""
"202200000211";"813 592";"B01";"1";"7";"0";"0";"7";"0";"0";""
"202200000212";"813 590";"A01";"2";"10";"13";"0";"2";"1";"1";""
"202200000213";"813 589";"A01";"1";"7";"16";"0";"2";"14";"1";""
"202200000214";"813 588";"A01";"2";"7";"0";"1";"7";"1";"1";""
"202200000215";"813 587";"A01";"2";"33";"12";"0";"7";"23";"1";""
"202200000216";"813 585";"A01";"3";"33";"0";"0";"8";"1";"1";""
"202200000217";"813 583";"A01";"3";"7";"0";"9";"1";"1";"1";""
"202200000217";"813 584";"B01";"3";"1";"12";"2";"6";"14";"5";""
"202200000218";"813 581";"B01";"1";"7";"0";"0";"0";"13";"0";""
"202200000218";"813 582";"A01";"2";"7";"2";"0";"1";"14";"1";""
"202200000219";"813 579";"A01";"2";"7";"0";"2";"2";"15";"1";""
"202200000219";"813 580";"B01";"1";"33";"0";"2";"1";"1";"1";""
